assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",CC(=O)N1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL5729338,CHEMBL5801037,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",CC(=O)N1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL5729338,CHEMBL5801037,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",CCOC(=O)CCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5959947,,Kd,nM,255881.0,Kd,nM,255881.0
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",CCOC(=O)CCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5959947,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",CCOC(=O)CCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5959947,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCSCC4)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL6049931,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCSCC4)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL6049931,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",O=Cc1cc(CCCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)ccc1O,CHEMBL5729338,CHEMBL5820488,4.14,Kd,nM,71584.0,Kd,nM,71584.0
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",O=Cc1cc(CCCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)ccc1O,CHEMBL5729338,CHEMBL5820488,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",O=Cc1cc(CCCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)ccc1O,CHEMBL5729338,CHEMBL5820488,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCC(F)(F)CC4)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL6007497,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCC(F)(F)CC4)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL6007497,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5771268,7.67,Kd,nM,21.6,Kd,nM,21.6
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5771268,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5771268,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL5822412,6.49,Kd,nM,321.0,Kd,nM,321.0
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL5822412,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1,CHEMBL5729338,CHEMBL5822412,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",O[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5808588,8.59,Kd,nM,2.6,Kd,nM,2.6
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",O[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5808588,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",O[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5808588,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",[O-][S+]1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL5729338,CHEMBL5753679,6.67,Kd,nM,215.0,Kd,nM,215.0
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",[O-][S+]1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL5729338,CHEMBL5753679,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",[O-][S+]1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL5729338,CHEMBL5753679,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CC(F)C(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5951297,7.46,Kd,nM,34.8,Kd,nM,34.8
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CC(F)C(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5951297,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CC(F)C(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5951297,,k_off,s-1,,koff,s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Cc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5729338,CHEMBL5808105,7.84,Kd,nM,14.4,Kd,nM,14.4
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Cc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5729338,CHEMBL5808105,,kon,,,kon,M-1-s-1,
CHEMBL5738511,"KRas G12D Surface Plasmon Resonance (SPR) Binding Assay: Table 1: Briefly, 1 L of 1.05× HBS-Mg buffer (262.5 mM Bioultra Hepes, pH 7.5, 157.5 mM NaCl, 105 mM MgCl2, 0.525 mM TCEP, 0.0305% Brij-35) was prepared and filter sterilized using a 0.22 μm bottle top filter. Approximately 50 mL of 1.05× HBS-Mg buffer was removed and saved for future dilutions. A 50 mL aliquot of DMSO (Sigma Aldrich DMSO Lot. #SHBK2079) was added and continued to stir for 10 minutes, creating the final 1.0× HBS-Mg buffer (250 mM Bioultra Hepes pH 7.5, 150 mM NaCl, 100 mM MgCl2, 0.5mM TCEP, 0.03% Brij-35).",Cc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5729338,CHEMBL5808105,,k_off,s-1,,koff,s-1,
